0.551378446	0.117794486	0.183792815	0.147034252
0.804026846	0.025503356	0.073825503	0.096644295
0.952305246	0.010333863	0.008744038	0.028616852
0.009153318	0.073226545	0.913806255	0.003813883
0.012841091	0.015248796	0.010433387	0.961476726
0.330830596	0.027686532	0.07930549	0.562177382
0.565361019	0.078338839	0.017932987	0.338367154
0.961476726	0.003210273	0.015248796	0.020064205
0.00669145	0.89070632	0.09739777	0.005204461
0.00968523	0.008878128	0.014527845	0.966908797
0.09472982	0.08072048	0.025350233	0.799199466
0.15037594	0.173767753	0.131161236	0.544695071
